Tweet,Sentiment
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Pasti....sebab itu cina,Positive
USER USER maho teriak maho',Negative
"kader USER ada yg fitnah jokowi sbg antek komunis contoh: USER, Jd tau siapa yg mainkan isu PKI",Positive
USER USER Nanti Pak Prabowo naik.. langsung puja-pujinya pindah lg..,Positive
"gue sekelompok bertujuh, gue sendiri dari fakultas ekonomi, dan gue sendiri yg non-muslim. gue akan pergi mengabdi di kab sukabumi, kaki gunung pangrango dan gue udah cek, gereja katolik terdekat 45 menit dari desa gue'",Positive
"""Ya, terserah lo aja."" Balasnya kembali fokus kepada kerjaan kita.; ; Kami mengerjakan tugas project Seni Budaya hanya dalam 2 hari, setelahnya langsung dikumpul dan dipresentasikan. Bersyukur nilainya memuaskan.; ; Setelah kejadian project itu kami makin",Positive
USER Di perutnya onta',Positive
Detik2 menjelang mendalang SEMALAM SUNTUK di halaman Kemendagri 13 April lalu. Kenapa SEMALAMâ?¦,Positive
"USER USER umar bin khatab kan punya jabatan,jadi pas kalo maslah negara atau politik,la kalo tengku dia jadi dpr atau jadi mentri,'",Positive
sori bukan munafik\n\ngimanapun suka nya gue atau sesering apapun gue having sex bukan berarti gue suka ngeliat akun akun anonim pake ava kntl seliweran di temlen atau notif gue\n\njadi sori banget kalo akun lo mesti gue blokir',Negative
USER USER USER USER USER Semoga Mudik Lebaran Tahun ini LANCAR ga ada kemacetan atau TEROR BOM BUNUH DIRI\n\nTidak lupa ucapakan terima kasih pd Pak USER atas kerja kerasnya &amp; dukungan KABINET KERJA TANPA KORUPS,Positive
"USER USER 08 for presiden, buat para jongos dan antek asing yg menguras bumi pertiwi bersiaplah......#2019GantiPresiden",Negative
"Kebebasan bersuara dan media haruslah berasaskan tiga perkara, iaiu berteraskan tanggungjawab, kebenaran dan mengikut tafsiran citra serta budaya tempatan, bukan acuan barat - PM Najib",Positive
USER waktu itu blm ada buzzer idiot...',Negative
SEGERA USIR CINA CINA DARI INDONESIA!!!!! SAATNYA INDONESIA BERKUASA DAN BEBAS DARI PENJAJAHAN,Positive
"20 tahun Reformasi, kenyataannya orang susah mempertemukan â??demokrasiâ?? dan â??kesejahteraanâ??. Kita lupa ide ini berhubungan dengan sistem lain, yaitu sistem ekonomi pasar bebas Tak heran selama 20 tahun ini kita masih mencari titik temu antara negara, pasar,",Positive
Kita Bhinneka Tunggal Ika. Hidup bersama sebagai keluarga satu bangsa dan umat Tuhan. Salam Natal dari Kupang,Positive
USER Titit mu??',Negative
USER BUBARKAN DPR .....TAK ADA MANFAATNYA ...! MENGHAMBAT KEMAJUAN PENEGAKKAN HUKUM NKRI,Positive
USER Caplang pantat panci lu',Negative
USER Pengen eek di kamar mandi tapi ada kecoa ih aq takut \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad',Positive
"kamu benar-benar diktaktor, otoriter pak Presiden USER",Positive
USER Gak lah. Kan gua udah tege nih no titit',Negative
USER USER USER USER USER USER USER USER Nambah 100 bisa nyewa pecun',Negative
USER USER tumben om ustadz ga on masalah ini...\nooopst...apa karena bawang dari aseng x yah ???\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3',Positive
Jokowi kalah dg Demo. Jokowi kalah dg Rizieq. Jokowi kalah dg FPI. Lengserkan saja!!... Mending Rusak sekalian Negara ini...Bangsat!!,Negative
USER USER USER USER USER USER USER USER Bibit LGBT sudah tumbuh sejak SMA URL,Positive
USER asu guwatel sok jual mahal bangettt asuuuuuuuuuuuuu',Negative
saja throwback lagu zaman sekolah \xf0\x9f\x98\x82 cinta monyet konon\nURL,Positive
USER USER Mungkin ilmu agama anda sangat luas &amp; shaleh. Tp saya ragu melihat sebagian akun2 yg anda follow. Alangkah lbh elok anda jg memberi contoh teman2 anda terlebih dahulu cara menyampaikan pendapat dgn bil hikmah? Salam,Positive
"USER USER USER maksud yg no 2 itu mungkin yg sudah pisah itu cerai di catatan sipil lalu menikah di gereja/agama lain. Kalau kawin lg di gereja katolik ya nga bisa, kecuali dapat pembatalan'",Positive
USER USER USER mabuk pil PCC,Positive
"USER USER Sekolah disana hrs jd antek uncle Sam bro , kurikulum wajib. Trump slh 1 pemegang saham freeport Mcmoran inc.'",Positive
"Yg menghina org tua, apalagi ulama ya ngga kenal agama..",Positive
Ngentod bosque',Negative
"USER Secuil ketulusan &amp; keikhlasan SANDIAGA UNO yg hx seorang wakil gubernur... dapat mmbuat sia""1000x pencitraan sang ambisius...",Positive
RT USER USER USER Loh g tau y bapak prabowo salah satu geng menteri permesta ? Pendiri pks anak dari di/tii. Pemberontak pengkhianat,Positive
RT USER USER mohon dibantu saudara-saudara Ahmadiyah Depok masjidnya disegel Pemda.Dulu pemilihan presiden coblos Jokowi-Jk.,Positive
RT USER: grepe coli temen smp pas tidur eh malah crot #kontolsmp #kontolsma #titit #grepe #tititsmp #tititsma #chiforchi #sange\xe2\x80\xa6',Negative
USER USER USER Nikmati aja tol era rezim now #2019TetapJokowi',Positive
USER USER Alhamdulillah akhirnya lo nyadar klw cebong pinter dan lucu..beda banget sama Kamfret yg GOBLOG dan BERINGAS..\n#WeKaWeKaWeKa\xf0\x9f\x98\x81\xf0\x9f\x98\x83',Negative
USER USER Oleh-oleh onta mekkah nya mana?',Positive
USER Kebijakan dlm pengembalian brng yg cacat/rusak kpd konsumen dlm waktu 7 hr tnpa krumitan #HausMiniQuiz #HausID USER USER USER',Positive
"USER Memang nggak kasihan ya, paling pasukan nasi bungkus, baju kotak kotak, bayaran lah'",Positive
"USER Mentri sontoloyo, profesor sontoloyo, fans sontoloyo, ayo siapa lagi mau jadi sontoloyer .. !?!?'",Negative
"""Halah cebong, bani taplak, ahok ga mau remisi aja smp sgtunya! Di Cipinang dong penjaranya!"".\n\nAdek sayang, ga semua orang berani ngadepin hukum dr awal, even itu hasilnya dy bersalah atau engga. Ga usah pura2 bego, ga perlu diingetin siapa yg kabur2a",Negative
USER Makanya tuntut Golkar agar pecat Setya Novanto dari DPR dan pembelanya USER USER mundur dari pimpinan kalo punya malu,Positive
Gak enak bego dituduh-tuduh sama sesuatu hal yg gak pernah gue lakuin!',Negative
"Gini ya, saya tuh Kristen dan dari lingkungan Kristen banget (Manado, ngga bisa ngga), tapi saya ngga pernah ngerasa harus ngajak orang agama lain untuk jadi Kristen. Ngga pernah seujung kuku-pun.'",Positive
"\xc2\xb6 {{ INTINYA saya mencintai apa yang saya cintai dan yg mau mencintai saya. Gak peduli siapapun kamu, mau cewe, cowo, straight, gay, lesbian, transgender, whatever who you are, kalo kamu baik sama aku, aku akan baik.'",Positive
"USER USER Ora jlas.bari jdi gubernur udh smaunya, gemana jdi presiden",Positive
"USER USER Trus hub nya putusan MK dan Presiden apa?? Mengingat kekuasaan di Republik ini sdh dipisah menjadi 3 yaitu eksekutif, legislatif dan yudikatif dmn ketiganya berdiri sendiri..",Positive
USER karena budaya indonesia.,Positive
USER halah kntl',Negative
"USER USER USER Iya sih, apa lagi lawannya boleh di bilang berat. Karena aparat negara juga ikut andil. Ya mudah2an aja #2019GantiPresiden biar para cukong tidak jumawa lagi, biar para cukong tidak sok berkuasa lagi dan biar megatron dapa",Negative
"DPRDnya akan sibuk terima suap lagi dari para kandidat dan parpol pendukung, bukankah dulu kita pilkada langsung untuk menghapus ini?;",Positive
"USER taun lalu aku solo trip ke seoul 9 hari, tanpa tau bahasanya, malah ketemu orang2 yang ngajak ngobrol dengan English seadanya dan bahkan pake Japanese juga. Nunjukkin kalo ternyata mereka ada ketertarikan sama orang asing. Ga ketemu orang j",Positive
"sange hm, mas mainin memek adek dong sayang'",Negative
Apa usir saja budha myanmar disini supaya tidak buat kacau seperti di myanmar?,Positive
"Sebetulnya yg teriak #2019GantiPresiden itu, ; 1. Mau Presiden nya dr Militer?; 2. apa ada opsi lain Capres dr Sipil?; ; Kita pengalaman 2 Mantan Presiden dr Militer yg menghasilkan: ; 1. Krisis moneter 1998 ; 2. Mega proyek yg mangkrak.; ; Jadi tak salah",Positive
USER Oh iya lo mah bukan saram ya bang\n\nLo sarap',Negative
USER USER Makin sarap nih si jul... Bntr lagi sirosis dia.',Negative
USER ADAIN MAKANYA SAYA KAN MAU NYANYI DISTRICT9 SAMA JABLAY JUGA',Negative
kereta bandara tuh tai bgt ga si GANGGU JADWAL krl',Negative
Viralkan,Positive
RT USER USER Kalau ngajak orang pinter setidaknya dia harus sudah pintar lah ini jokowi masih goblok kok,Negative
"USER Krna sosial at publik sangat kejam, ketika seorg LGBT akan jujur pd diri sendiri. Publik spertinya lebih suka dibohongi.'",Positive
Rizieq shihab fpi jancok asu kontol tempek anjing babi bajingan bangsat lonte balon banci bencong taek cabul pengecut cok teroris bubarkan ormas fpi #HTIMakar',Negative
"Masya Allah... Bupati ini ikut orasi dalam demo Sukmawati, Rela dipecat dari Jabatannya; ; â??Saya siap dipecat karna membela agama Islam, apabila agama Islam dilecehkan,â?? kata Bupati Labuhanbatu dihadapan ribuan umat Islam yg menggelar Aksi Bela Islam (6/4)",Positive
Jokowi jongos cina!!,Negative
USER Ini lo mau sarkas apa emang bego si?',Negative
Jokowi anti islam akn diusung lawan-lawan politik... buzzer dari rezim,Positive
Silaturahmi ke Pimpinan DKM Masjid Al-Kautsar H Toniman.; Beliau Mendoakan Hasanah Menang di pilkada Jabar untuk mensukseskan Program-program Hasanah yang Pro Rakyat.; #BravoHasanah #JabarHasanah2aja ; USER USER ; #HASANAHkeurJabar,Positive
"halah sok nanyain sedih kenapa\n\npalingan respon lau ""kobisa gitu?"" \n\nBODO AH. AKU CAPEQ JAWABNYA KAK \xf0\x9f\x98\xad'",Negative
RT USER: USER Gua smpe 5 episode ngakak mulu ka \xf0\x9f\x98\x82 tpi mirip film 3 idiot ka',Positive
USER Wkwk gaboleh dra bos bosan tai',Negative
"USER USER USER Utk menjaga stabilitas politik keamanan dan penghematan uang Negara, saya sarankan pilkada cukup dipilih oleh Badan Permusyawaratan Desa(BPD) karna mereka non partai kalau DPRD kemungkinan transakdional",Positive
"Kepala Seksi Perlindungan dan Pemberdayaan BP3TKI Padang Valerie Chistie Faisal, S. Pd memdampingi TKI Purna binaan BP3TKI Padang dalam survei yang dilakukan oleh Tim penilaian Badan Ekonomi Kreatif Indonesia... URL",Positive
USER kalo aku: bodo amat-in atau ngelakuin hal2 yg disuka buat nge-distract dari pikiran2 begitu',Negative
Menurut kalian say enakan jilmek memek mulus apa memek yang lebat bulunya yang bikin sensasi?',Negative
USER USER USER USER USER yg mingkem itu siapa ya kodok atau bani kampret...?? Bkn kah PDI sdh tdk ada... Yg ada itu PDI-P Perjuangan... \xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81',Negative
"Nasehat Ulama kpd Elit Politik yg sombong dan angkuh serta rasa memiliki Negara ini , padahal titipan dari Allah Swt .",Positive
"USER Betul , lalu knp tdk ada hindu nusantara,budha nusantara,khonghucu nusantara.kristen nusantars..Whats wrong? Why? Coba argumennya prof sambil ngopi &amp; guyon2\xf0\x9f\x98\x82'",Positive
Sekjen PBB keknya bagian dari Saracen.. :-),Positive
"Mereka yg berteriak dan mnakuti rakyat dgn mnyebut presiden lama bisa jd 2 periode kalau lawannya prabowo, itu bs d pastikan mereka adlh agen ganda..; Mereka dibayar utk mpromosikan tkoh ttntu spy rakyat jd bingung dan terpecah suaranya,..",Positive
"Sudah lebih dari 50 tahun Freeport di kuasai oleh pihak asing, baru di masa pemerintahan jokowi serta pak jonan menjadi mentri ESDM Freeport kita ambil alih sahamnya #JonanJos'",Positive
"Presiden Parti MMSP Ybhg Datuk Seri R. S. USER menyambut kehadiran Perdana Menteri, USER Di Dewan Jubli, Kuala Kangsar.",Positive
"24 jam kedepan pengen buta, budek aja gamau percaya apa apa sip!'",Positive
"USER USER USER Shrnya ustd itu meluruskn orng yg salh bukn orng salh di demo,jdi skrng tau kwalitas ustd2 bgusan ustd saya wlpun bertani g pki mobil mewh'",Positive
"USER USER USER USER Matamu memang picek,kebencianmu terhadap pak Jokowi menutupi hati dan pikiranmu,sejarah baru tercipta di era pak Jokowi,makanya buka kaca mata itu.\xf0\x9f\x98\x9c\nEnte cm melihat hutang negara di era pak J",Negative
Berakhirnya masa jabatan Djarot menandai berakhirnya pemerintahan DKI yang bersih transparan profesional. siap-siap... Dibohongin anies sandi URL,Positive
Aku berlindung kepada Allah dari godaan setan yang terkutuk \nDengan menyebut nama Allah Yang Maha Pengasih lagi Maha Penyayang',Positive
Jgn pro asing gitu dong pak jok URL,Positive
"Resmi Ditutup, Gubernur Jabar Apresiasi MTQ Ke-XXXV Tingkat Jabar di Sukabumi - Infodesaku -",Positive
"USER USER Kitab adalah Wahyu, bukan fiksi. Bahkan rukum iman salah satunya adalah percaya kitab Allah. Jadi USER 100% menista agama. Merendahkan kitab suci. Tidak perlu di bahas lagi.",Positive
dekalarasi pilkada 2018 aman dan anti hoax warga panggreh jabon,Positive
RT USER: Banyak penipu tai !!! Gw sumpahin gk bakal berkah hidup lo anjing',Negative
pedagang sumber jimput menolak hoax dan sukseskan pilkada di kota kediri:,Positive
"ð??²ð??¨ TWEETS SERIBU MINANG ð??²ð??¨; BukiTTinggi; Ranah Bundokandung; The Realm of Matriarchal Thinkers; Pro USER USER ; ; CAWAPRES PRESIDEN JOKOWI 2019, PILIHAN ""TWEETS SERIBU MINANG"" ADALAH :; ;",Positive
"USER Guru Nanak mengajarkan spiritualitas--sesuatu yg sifatnya universal dan krnnya ada dlm ajaran Islam, Hindu, dsb. Seperti kebanyakan penduduk peradaban Sindhu/Hindu sjk dulu, beliau bisa menerima semua jalan. Krn itu beliau memanggil-Nya Allah",Positive
"USER USER Bank Pemerintah gulung tikar, kmdn di jual ke asing/aseng.'",Positive
"TOP,GD,SEUNGRI,DONGHAE,EUNHYUK,TIFFANY,TAEYEON,BOM,CL,D.O,KAI,CHANYEOL,HIMCHAN,LEO,L BIASED'",Positive
"Krisis, Warga Venezuela Pilih Makan Daging Busuk dan Jadi PSK URL URL",Positive
"USER USER USER USER USER Ummar bin khatab, ahh lu jablay siap poligami..'",Negative
Masa untuk compile kan assignment *sinting lengan baju*',Positive
Jangan Ragu ganyang PKI segera,Positive
USER USER USER Dia gak cuma picik tapi juga picek',Negative
"USER USER USER USER engga sama sekali. ga nista kok nder, karna hidup tanpa yadong itu bagai sayur tanpa garam. HAMBAR\n\nwkwkwkwk'",Positive
"USER USER Bani kampret mah udah sering pengecut nya, nah klo gagah berani itu Ahok.'",Negative
Ayo kita ajak Mas Goen beralih dari penyembah Allah SWT benci kafir jadi pembakar kemenyan,Negative
USER USER USER jual memek kok di sosmed dasar pecun!',Negative
USER GUE HARUS BILANG APA ANJIR. Bagus kok.',Negative
"paling agendanya jg sama,tema boleh beda,tujuan ttp sama turunkan USER ,mau nya diperalat politik dgn kemasan agama",Positive
"Setuju, Bahasa bisa saja perumpamaan yg mendekati, tetapi Al Qur'an adalah Pedoman dan Tuntunan atau Panduan utk Umat Islam dalam menjalankan koridor keagamaan.",Positive
persiapan 2019 \nsaya berharap cendana mau bantu abis abisan untuk hambalang\n\nkalo 2019 gagal\nsemua tamat\n\nkarna si sipit sudah menguasai lebih dari 50%\n\ndan akan menjadi \nY\nU\nA\nN',Positive
Pertanyaan : kenapa di Pilkada Jatim tidak ada ujaran kebencian di Medsos ? ; Lihat peta dukungan partainya ya :),Positive
Perayaan hari Kartini di Istana Bogor.; ;,Positive
"USER Oh yg cacat itu sbnernya anaknya , dia ga langsung blg sm ibunya'",Positive
"Untuk lengerkan Jokowi, Megawati lengserkan dulu Ahok, untuk lengserkan Ahok padamkan dulu lilin sepanjang Nusantara",Positive
"Kang USER ,fakta hari ini,partai pendukung si penista agama sangat dibenci rakyat,termasuk rakyat Jabar. URL",Positive
gua lama lama trauma beli pulsa kalo kesedot mulu. bangsad ga tri ga indosat sama aja kayaknya \xf0\x9f\x98\xad',Negative
"USER USER Dasar cebong, kalau diangkat malah mati.'",Negative
"USER Buru merpati, eh somin nuna sipit yang menarik hati.. Eaak'",Positive
"USER Pak USER sbgai pribadi Anda boleh tak peduli ditipu Islam, sbgai Menteri penipuan ini hrs DIBUKA",Positive
bagusnya PKI PKI macam USER USER dan USER dibubarkan aj dan dijadikan organisasi terlarang.,Positive
USER Loh gak apa biar sarap nya nambah',Negative
Komisi I DPR RI Berharap Mutasi Perwira Dilakukan Panglima TNI yang Baru',Positive
USER USER USER emng tolol si cal jadi laki',Negative
RT USER USER USER USER USER USER Setujuuuu banget Jokowi mundur uda bosen ngeliatnye,Positive
USER USER Coba klu bukan petugas partai...sy rasa bisa menjalankan pemerintahan dgn benar dan tdk perlu byk infrastrutur klu sektor yg lain malah nggak jalan kok skrg malah byk hutang dan byk tka yg masuk.pikirkan itu jgn byk pencitraan.',Positive
Anda sudah tahu Kebajikan Khonghucu Pak Lukman? Tidak ada ajaran cocok2 penis dengan 4 istri dan penggal kafir kan?,Negative
"ustadz ini klo udah bawa politik, terlalu nampak dungu.'",Negative
RT USER presiden buta tuli makanya memimpin dg tubruk-tabrak dan budek denger rakyat teriak lengserkan jokowi,Negative
Ahok keok Taipan ngancam akan lengserkan USER bila reklamasi gagal. Nih negara diatur oleh jongos dan Meneernya! Hadeuuuh sontoloyo,Negative
"#PDIPerjuanganMenang Mereka, kaum sipit mau menguasai tambang Indonesia, kalian ketawa saja. Dasar tidak punya nasionalisme Indonesia. Lebih baik tidak usah ikut Pemilu bagi kalian yang dukung 2 periode. Dan hasilnya Tambang Indonesia dikuasai sipit dan",Negative
"kami org awam aja tau kasus Itu rekayasa, tempo antek nya asing,saatnya pimpinan pks skrg sadar, u,dukung pansus bongkar tipu-tipu nya kpk",Positive
"Penggusuran paksa adalah pelanggaran berat HAM, terutama dari hak ekonomi-sosial-budaya, dimana disitu ada hak atas hunian layak. ; Lalu apa hubungannya dengan kasus Pak Novel Baswedan? ; #HamHunianLayak",Positive
USER Edan. Ogah :))',Negative
"Hadeeeh, sebaik2nya menyembunyikan bangkai pda akhirnya akan ke cium jga baunya! \xf0\x9f\x98\x85\xf0\x9f\x98\x82 ~ ku gak ikut2an ah ~'",Positive
"o IHSG hari ini ditutup 5.907 , (+0,25%).\no Asing mencatatkan net buy Rp148,97miliar.\no Nilai tukar USD-IDR ditutup Rp14.409.\no Indeks IHSG sektoral 7 naik, 3 turun.\no Mayoritas indeks Asia ditutup naik &amp; Eropa dibuka naik.'",Positive
"USER USER USER Golongan kaum bani kampret seperti katak dalam tempurung, teriak tong kosong, kampanye ganti presiden tapi tak tau nama pengganti nya siapa, menjual rongsokan tak bernilai, congor kampret nya yg gede'",Negative
Pernah ngukur kntl sendiri nggak? Kira kira seberapa panjang?',Negative
"USER Mereka sdh kalahkan penguasa, media, cukong dan sembako di pilkada Jakarta. Mereka bersiap menang di daerah lain. Tinggalkan si raja hutang, parpol terkorup di KPK, cukong koruptor BLBI Rp. 600 Triliun, bandar narkoba, tenaga kerja asing, pencabut subsidi rakyat, banc",Negative
"Rakyat memberikan dukungan KPK_RI usut tuntas kasus anies dn sandi,anggota dpr,amien rais jg para penguasa elit politik yg terlibat korupsi",Positive
"Yeu kunyuk mt gue kaga di bales, sok suci cuih'",Negative
"USER \xe2\x80\x94berbincang dengan gadis itu.\n\nPandangan matanya sempat terhenti pada seorang pemuda bermata sipit yang juga sedang tersenyum manis sampai matanya hilang pada gadis itu, membuat Ai sedikit gugup lalu memalingkan tatapan wajahnya.\",Positive
tangkap ahok RakyatBersamaFPI indonesia akan hancur tanpa ulama.,Positive
"USER USER Bong..presiden Indonesia di ancam mau d bunuh segala..luh masih bego aja..\nD katain kacung bong!!\nMasa mau jadi kacung smpe 2 priode??\n\nGw bkn warga kolam aja gerah presiden d hina..\nParah luh bong,dukungan luh palsu\xf",Negative
USER USER DIKTATOR JOKOWI jongos organisasi jagal manusia NU lagi ngatur siasat kampanye.,Negative
PKI akan bangkit,Positive
Senpai senpai yang ada celeng mana ya mau cari duit',Positive
USER Tak hanya kurang bertaji nya kpk era ini...tapi era ini juga komitmen dlm pemberantasan korupsi tdk spt di era Pak sby....,Positive
Jenis pisang varietas baru ?,Positive
Saban mau nulis fiksi tentang monyet selalu kubayangkan kucing piaraanku sebagai monyet. Secara gak boleh miara monyet',Positive
"Endingnya saya memilih utk mengaplikasikan dlm bentuk doa. Terlintas ingin sekali berdoa agar Allah memberikan hidayah kepada yg telah menyakiti utk menyadari kesalahannya. Tp rasanya tidak rela jika dia memperoleh doa kebaikan dari lisan ini, karena per",Positive
USER USER USER USER Hijrahlah sblm terlambat.\nSaya yakin Semua akan menjadi cebong.',Negative
"Lagi belajar desain, terus hasilnya di cacat terus sama wn. Rasanya duh kayak naik rollercoaster ~\n\xf0\x9f\xa4\x90'",Positive
"USER Pak USER walau Anda Muslim, sbagai pejabat negara, wajib mengungkap dampak buruk mengaji & solat",Positive
USER Salah nya kenapa di rezim SBY perpanjang kontrak freeport sampai 2040? Il',Positive
"USER .....Prabowo pengecut menuduh elit goblok dan maling secara serampangan ! Klo jantan dia hrs menyebut nama orangnya, klo tdk berani berarti banci ! kemungkinan yg dia maksud semua ketum partai lawan politiknya.....hahaha salam 2 periode.'",Negative
"USER Gampang kak, u buka hp, buka browser, ketik ""budaya palembang""; ; Silahkan menikmati pembelajaran denngan gratis:)))",Positive
"USER Memang programnya, di cina kan udah numpuk tuh rakyatnya, nah sebagian warganya di kirim ke berbagai negara lain untuk jadi warga negara di t4 baru tsb. Yg paling besar Asia Tenggara terutama Indonesia.'",Positive
USER Cina Senang Indonesia Susah........candaan si encek pendiri CSIS Harry tjan silalahi di thn 80 an,Positive
hehee masi aktif kok sudah berpolitik sby aja mundur dulu. Mundur aja pak jenderal gatot. URL,Positive
"USER Kejadian 98, sgt menyedihkan.. ada beberapa warga Tionghoa yg sdh 28 thn menetap dan berbaur di kampung saya, pdhl kami org KP, sdh berusaha melindungi\xe2\x80\x8b mereka, ehh kejadian 98 mereka lari terbirit-birit meninggal rumah dan temp",Positive
"Apapun hasilnya nanti, kita harus terus kedepankan semangat persatuan dan kesatuan utk kebangkitan Indonesia. Yang penting #2019GantiPresiden dan kalau bisa #2019GantiSistem agar tidak boleh lagi terjadi demokrasi yang barbar seperti sekarang ini.",Positive
USER USER USER USER USER di nusantara pun bukan tidak ada peperangan sama sekali antara islam dengan hindu &amp; budha.\nSunan Giri terkenal dg pusaka Kala Munyeng berperang melawan majapahit',Positive
"Rilis Survei Elektabilitas Calon Walikota dan Calon Wakil Walikota Pilkada Kota Bogor 2018, Rabu 11 April 2018 pukul 12:00 Wib, bertempat di Hotel Royal Padjajaran (Hall Utama), Jl, Padjajaran No. 12 Kota Bogor USER #rilischarta #pilkadakotabogo",Positive
USER USER Itukan pasukan nasi bungkus',Positive
"RT USER USER dulu ngaku ga punya twitter dulu ngaku ga akan gusur sekarang semuanya digusur, rakyat menderita",Positive
Sendu gila rasa',Positive
Senang ngeliatnya. Adem dan akrab banget. Serasa selevel gesture dan perkataan keduanya. Yg kemarin naik chopper pencitraan silakan nyebur aja di laut selatan ya.,Positive
USER USER USER USER BANCI KALENG MALU GA BISA JAWAB PERTANYAAN KAMI DARI 2 HARI LALU.... NYUNGSEP KOE USER URL,Negative
"RT USER: Mahasiswi dipaksa ngemot kontol Dosen sebelumndi entot, demi mendapatkan nilai yg terbaik di kelasnya \xf0\x9f\x98\xae\nURL",Negative
RT USER Sinting kah km ini bos yg mo bubarkan kpk siapa klo bkn km dan orang-orangmu,Positive
ganyang pki kenapa kalian harus hapus lambang PKI DI FILM ... ??? APA KALIAN TELAH DI INTIMIDASI KOMUNIS DAN ANTEK PKI YG SEPERTI HANTU.. ??,Positive
1. terjadi kekacauan hukum politik sosial 2. adalah tanggung jawab presiden 3. jokowi membiarkan itu 4. Lengserkan Jokowi Ayopenjarakan ahok,Positive
Yaampun cantik2 bener,Positive
USER Aldo tai anjing',Negative
Kampanye rasis ngmg nya pihak ahok yg di untungkan.. Goblok kafir mana ada di untungkan.. Kalau pada di perkosa bunuh lu enak berduit,Negative
"Nak..kamu lihat ""ISTANA"" di sebrang sana..?; BerDoa'lah bersama Ayah dan rakyat semuanya Nak....; Semoga Tahun Depan Pemimpin yg sekarang tinggal di sana....; Pulang ke kampung halamanya tidak lagi tinggal di sana..; #2019GantiPresiden",Positive
"Dana Haji di Embat ?! Saatnya Jokowi di Lengserkan ! Negara di gadaikan ke asing. Defisit semakin besar, APBN Amblass Turunkan JoKoWi",Positive
"Buka youtube beberapa hari ini, nongolnya video ttg Lucinta Luna mulu, siapa sih? Mau nonton/browsing males, kayaknya sih bencong.'",Negative
USER mana peran rezim jkw????\n\nya namanya juya mereka saingan im :((',Positive
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,Positive
SMP gw udah sounding2 minta ke Katolik terbagus jg tapi bokap gw percaya amatan sama SMPN yg katanya terbagus. Pasrahlah',Positive
"Kecuali manusia dan monyet, semua mamalia buta warna #dfact'",Positive
Warga Dusun Mambang-Panasan Lestarikan budaya Sedekah Bumi (bagian 2):,Positive
lesbi sih lesbi\n\ntp org lesbi punya hati bwos\n\njangan semena-mena lantas lo jadiin kita kita yang udah ngebucinin lo itu cuman CADANGAN!',Positive
Cuk bangun USER mau bubur tai ayam ga?!',Negative
"USER Agama/ideologi lama akan digantikan. Dan Agama2 masa depan tdk lagi lahir dari dalam goa berbatu, tapi dari lembah Silikon, berbasis tekno. Salah satu agama itu yg fokus di bab 10: tekno-humanisme (yang melanjutkan cita2 liberal dengan mengg",Positive
"USER USER USER USER USER USER USER USER Dan kalau kafir dzimmi malah wajib kita jaga dan lindungi, tapi juga ada batasan, batasanya yaitu tentang ranah keagamaan, kalau untuk urusan muamalah juga ngga",Positive
USER Masa kaga tau princess. Udik bener ?',Negative
Ini tuh kesalahan Jokowi dan Ahok si babi ateis. URL,Negative
USER Lu jan bls sendiri kampang',Negative
Utk memastikan penggagalan proyek EKTP berhasil; ; 1. Sekjen Kemendagri tidak tindaklanjuti keluhan Paulus Tanos; ; 2. Keluhan Paulus Tanos ke Mendagri tdk bisa diteruskan ke Presiden SBY krna Mendagri tdk diberi kesempatan menghadap Presiden,Positive
USER Ya udah supaya g lompat #2019GantiPresiden,Positive
"USER Mungkin mrk slh tulis atau slh sebut aja Bu ... \nMkst nya mungkin CEBONG MUDA KAMPUNGAN , \xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81'",Negative
"USER Boakaka... si bego ini knp ngamuk2 ama anies ya?\nPadahal anies gak bikin dollar jd 14500.\nGak bikin harga bmm, listrik, sembako, pajak jd naik.\nGa bikin hutang RI segunung.\nGa datangin tka cina.\nGa bikin ekonomi mlorot.\n\nAnies bikin pui",Negative
"Jadikan amanah ini sebagai bagian untuk mengabdi, meningkatkan budaya kerja birokrasi yang semakin baik. ; ; ""Selamat bekerja dan Selamat Berkarya""",Positive
USER Lu maho',Negative
"USER USER Bangkai ah, awas lu mitnah gua ye boker'",Negative
"Orang yang ingin menegakkan khilafah, dituduh radikal. \nKok, orang yang ingin menyebarkan pemahaman komunis kok nggak diapa apain.'",Positive
Hidup kena kerja keras jangan harap kena suap bajingan',Negative
Jika isu 5000 pucuk senjata BENAR maka saya sarankan pak USER pecat tito,Positive
